url,title,year,month,film,season,platform,comment,
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Hostages,1,CBS,"This show seems expensive. Produced by Jerry Bruckheimer and billed as a “high-octane suspense drama,” it’s on my radar ’cause Toni Collette is involved, playing a “premiere surgeon thrust into a chilling political conspiracy when her family is taken hostage by rogue FBI Agent Duncan Carlisle.” The L.A. Times marks the show as CBS’s bid to do drama like cable does drama, with “dark, character-driven entertainment,” quoting executive producer, writer and director Jeffrey Nachmanoff describing the show as “Downton Abbey meets 24.” Our Verdict: Expect a carefully constructed television program that will grab you whether you want it to or not. Much like a hostage-taker! Hahahahaha.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Lucky 7,1,ABC,"Seven co-workers at a Queens gas station play the lottery every week and then one day they win and then their lives turn upside-down! If you’ve been missing sweet sweet Vera Burr from Bomb Girls, you’ll be excited to reunite with actress Anastasia Phillips in Lucky 7 — she plays single Mom Leanne Maxwell. The Washington Post says “it’s basically a caper disguised as a drama, and we could use a caper on prime-time TV.” Isiah Witlock Jr. from The Wire also stars. Our Verdict: Initial reviews are relatively strong, and it could be a nice break from the procedurals and high-concept thrillers clogging up most major network’s hour-long drama slots.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Chicago Fire,1,NBC,"Chicago Fire, a fantastic program about, I assume, fires in Chicago, should be on your to-watch list because there’s a lesbian character named Leslie Shay. Yup. That’s all I got.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,10,Ravenswood,1,ABC Family,"Caleb, Hannah’s lesbian boyfriend from Pretty Little Liars, heads up the ensemble of this new PLL spin-off, which revolves around “the curse that plagues the town of Ravenswood.” If it’s anything like Rosewood, I imagine that curse is that the victims of said curse learn absolutely nothing from their mistakes and also never go to class.  Also starring is tall drink of water Britne Oldford, who you may recognize from the failed US edition of Skins or the second season of American Horror Story. Our Verdict: Will probably be more of the same, but we’ll give it a chance.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Marvel’s Agents of S.H.I.E.L.D,1,ABC,"“Leave it to Joss Whedon to co-create a smarter superhero drama, one that geeks out over conventions as often as it skewers them,” says Entertainment Weekly. “Look it’s Ming-Na Wen in tight black leather!”, says us. No but seriously, this Avengers spin-off is definitely one of the fall’s most eagerly-anticipated offerings. Our Verdict: Watch it.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,The Mindy Project,2,Fox,"Season Two of this honestly quite funny little program returns with cast members Anders Holm, Chris Messina and Chloe Sevigny joining guest stars James Franco and um, Kris Humphries? Glenn Howerton of It’s Always Sunny In Philadelphia will be joining the cast as Mindy’s new love interest.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,10,Super Fun Night,1,ABC,"This show, about three nerdy friends who stay in every Friday night who are inspired to switch it up and venture out into the big bad world when Wilson’s character develops a crush on her co-worker, has been given a coveted time slot after Modern Family. It’s exciting to have a sitcom with a not-svelte lead, and Rebel Wilson automatically wins everything, but Defamer’s not optimistic, lamenting that “ABC network development employees are openly discussing throughout the industry how bad the dailies are coming in” and threatening that the show is most likely to “undo all the love you previously had for Rebel Wilson.” IMPOSSIBLE. Our Verdict: pleasebegood pleasebegood pleasebegood",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,10,American Horror Story: Coven,3,FX,"The third season of American Horror Story will once again star lesbian actress Sarah Paulson and the legendary Jessica Lange, and executive producer Tim Minear claims that this season will have “very strong feminist themes” and “a big theme of oppressed minorities” as well as “a lighter tone.” Furthermore, he testified that “the fun quotient is higher this year, and we’re embracing a sort of velocity and fun with the series this year. I think it might be a little more welcoming to an audience.” As usual, there will be a lot of time-hops within its with-focused New Orleans setting, this time mainly focused on the 1970’s and the 1830s. Lange will play witch royalty Fiona, Sarah Paulson plays her daughter Cordelia, Angela Bassett has been cast as the New Orleans’ leading Voodoo Queen and Kathy Bates will star as socialite/serial killer Madame Delphine LaLaurie. Coredelia is the headmistress of Miss Robichaux’s Academy for Exceptional Young Ladies, which Entertainment Weekly describes as “like an all-girls Hogwarts…  a safe haven for young witches since 1868.” Gabourey Sidibe, Jamie Brewer, Taissa Farmiga and Emma Roberts are featured as the school’s four remaining students, and Farmiga’s character Zoe apparently can kill people with her vagina! The rest of the cast includes returning actors Frances Conoroy, Evan Peters, Alexandra Breckenridge, Dennis O’Hare and Lily Rabe.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Modern Family,5,ABC,"This season, Mitch and Cam might stop bickering and being bitchy and manipulative towards each other long enough to get married! Yay! No but really I like this show and am eagerly anticipating its hour-long premiere.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Glee,5,Fox,"Despite the recent tragic death of young star Cory Monteith, Glee is forging forwards this fall with its fifth season, set to debut September 26th with an epic two-hour Beatles-themed premiere. There’s a lot to be excited about — notably, the introduction of Demi Lovato as a love interest for lesbian heartthrob Santana Lopez — and a lot to fear, now that a show notorious for its clumsy “issue episodes” intends to incorporate Monteith’s death into its story for its October 10th Finn Hudson tribute episode. (Plus you can’t help but wonder how emotionally heart-wrenching filming has been for Lea and Monteith’s other friends in the cast.) Regardless, you’ll definitely want to stock up on kleenex for Rachel Berry’s rendition of “Yesterday” in the premiere.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,Grey’s Anatomy,10,ABC,Which mediocre show you used to love and now don’t really like but still watch because Lesbians will you be watching Thursday nights at 9PM?!,
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,9,The Crazy Ones,1,CBS,"I don’t hate this show so far, which stars Buffy the Vampire Slayer as an ad exec at an agency owned by her father, played by the great Robin Williams. Plus, it appears that Kelly Clarkson shows up for at least the first episode. It feels funny and fresh and light-hearted — but the fact that it’s scheduled right before Two and a Half Men worries me considerably. Our verdict: I’d totally watch this if it was on Mondays, but there’s so much good shit happening Thursday nights it’s unlikely this one will be on our to-do list.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,10,Welcome to the Family,1,NBC,"In this new sitcom, Mike O’Malley (you know him as Burt Hummel) and Mary McCormack (you know her as being fierce and looking hot with a holster) star as Caroline and Dan, the parents of a wild teenage daughter (played by Ella Rae Peck) who just got knocked up by her valedictorian teenage boyfriend, Junior. Caroline and Dan immediately clash with Junior’s Dad Chuey (played by Ricardo Chavira) and Mom Lisette (played by Justina Machado, a.k.a, Rico’s wife from Six Feet Under). The Washington Post has predicted that it will be this season’s “quickest and most punitive cancellation.” The jokes mostly fall flat and are mostly delivered as unnecessarily cruel snark between near-strangers, relying on lazy stereotypes about race relations and teen pregnancy.  Anyhow, the pilot’s already up on Hulu for you to decide for yourself! Our Verdict: No thanks.",
a-gay-girls-guide-to-fall-2013-television-196326,A Gay Girl’s Guide To Fall 2013 Television,2013,10,Sean Saves the World,1,NBC,"Stars Sean Hayes as a single gay Dad and the gay guy from Reno 911 as his boss! It seems not bad and also immensely better than The New Normal. Obviously if this show flops, it will be treated as the ultimate evidence that gay doesn’t pay on prime-time television, which’ll be fun for the whole family. Scheduling this sucker opposite Glee seems like a death wish, but then again who still watches Glee. (me) Our Verdict: Will watch it on Hulu the next day while washing dishes, probably.
",
